,id,transcription,emotion,text,label
3078,Ses03M_script01_3_F013,"Look, I've been ready for a long, long time now.",hap,"Look, I've been ready for a long, long time now.",1
3079,Ses03M_script01_3_F014,"Look, I almost got married two years ago.",hap,"Look, I almost got married two years ago.",1
3080,Ses03M_script01_3_F015,You started to write me.,hap,You started to write me.,1
3081,Ses03M_script01_3_F016,Every day since.,hap,Every day since.,1
3082,Ses03M_script01_3_F017,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",hap,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",1
3083,Ses03M_script01_3_F018,You'd always be so ambiguous.,hap,You'd always be so ambiguous.,1
3084,Ses03M_script01_3_F019,I'll never forgive you for that.,hap,I'll never forgive you for that.,1
3085,Ses03M_script01_3_F020,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",hap,"I mean,  Why did you wait all these years?  There I was sitting around and wondering if I was crazy for thinking about you.",1
3086,Ses03M_script01_3_F021,Not like that you're not.,hap,Not like that you're not.,1
3087,Ses03M_script01_3_F029,How many?,sad,How many?,3
3088,Ses03M_script01_3_F030,Geez.,sad,Geez.,3
3089,Ses03M_script01_3_F031,And you still feel that way?,sad,And you still feel that way?,3
3090,Ses03M_script01_3_F033,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",sad,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",3
3091,Ses03M_script01_3_F034,What am I going to do with a fortune?,hap,What am I going to do with a fortune?,1
3092,Ses03M_script01_3_M001,You're not sorry you came?,neu,You're not sorry you came?,0
3093,Ses03M_script01_3_M004,What?,neu,What?,0
3094,Ses03M_script01_3_M008,"I mean, that's the reason why I asked you here.",hap,"I mean, that's the reason why I asked you here.",1
3095,Ses03M_script01_3_M010,I love you.,hap,I love you.,1
3096,Ses03M_script01_3_M016,You felt something that far back.,hap,You felt something that far back.,1
3097,Ses03M_script01_3_M018,"Give me a kiss Ann, just give me...",hap,"Give me a kiss Ann, just give me...",1
3098,Ses03M_script01_3_M019,"Oh God.  Annie, I kissed Annie.  I kissed Annie.",hap,"Oh God.  Annie, I kissed Annie.  I kissed Annie.",1
3099,Ses03M_script01_3_M021,We're going to live now.  I'm going to make you so happy.,hap,We're going to live now.  I'm going to make you so happy.,1
3100,Ses03M_script01_3_M023,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",sad,"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",3
3101,Ses03M_script01_3_M027,You remember overseas I was in command of a company?,sad,You remember overseas I was in command of a company?,3
3102,Ses03M_script01_3_M028,Well I lost them.,sad,Well I lost them.,3
3103,Ses03M_script01_3_M029,Just about all.,sad,Just about all.,3
3104,Ses03M_script01_3_M030,Takes a little while to toss that off cause they weren't just men.,sad,Takes a little while to toss that off cause they weren't just men.,3
3105,Ses03M_script01_3_M031,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",sad,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",3
3106,Ses03M_script01_3_M032,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",sad,"That's just a little thing but that's the kind of guys I had.  They didn't just die, they killed themselves for each other and I mean that exactly.",3
3107,Ses03M_script01_3_M033,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,sad,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,3
3108,Ses03M_script01_3_M034,"It was a kind of responsibility, man for man.  You understand me?",sad,"It was a kind of responsibility, man for man.  You understand me?",3
3109,Ses03M_script01_3_M035,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,sad,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,3
3110,Ses03M_script01_3_M036,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,sad,And then I came here and it was incredible.  There was no meaning in it here.  The whole thing to them was a kind of bus accident.,3
3111,Ses03M_script01_3_M037,"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",sad,"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",3
3112,Ses03M_script01_3_M038,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",sad,"It seemed to make a sucker out of a lot of guys.  I felt wrong to be alive.  I felt wrong to have that new checkbook,",3
3113,Ses03M_script01_3_M039,"open that new bank account, drive the new car and see the new refrigerator",sad,"open that new bank account, drive the new car and see the new refrigerator",3
3114,Ses03M_script01_3_M040,"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",sad,"cause you can take those things out of the war.  But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",3
3115,Ses03M_script01_3_M041,Otherwise what you have is loot and there's blood on it.,sad,Otherwise what you have is loot and there's blood on it.,3
3116,Ses03M_script01_3_M042,And I didn't want to take any of it and I guess that included you.,sad,And I didn't want to take any of it and I guess that included you.,3
3117,Ses03M_script01_3_M045,Annie I'm going to make a fortune for you.,hap,Annie I'm going to make a fortune for you.,1
3118,Ses03M_script01_3_M046,Buy some hats?,hap,Buy some hats?,1
3119,Ses03M_script02_1_F005,Yes.,neu,Yes.,0
3120,Ses03M_script02_1_F016,I'm just not.,neu,I'm just not.,0
3121,Ses03M_script02_1_M000,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",hap,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",1
3122,Ses03M_script02_1_M001,Look at the night we got.  I wouldn't trade this for anything.,hap,Look at the night we got.  I wouldn't trade this for anything.,1
3123,Ses03M_script02_1_M002,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,hap,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,1
3124,Ses03M_script02_1_M003,"Is that, is that, nah, is that just Paul?  I can't even tell.",hap,"Is that, is that, nah, is that just Paul?  I can't even tell.",1
3125,Ses03M_script02_1_M004,"But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?",hap,"But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?",1
3126,Ses03M_script02_1_M005,"Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight.",hap,"Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight.",1
3127,Ses03M_script02_1_M014,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",hap,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",1
3128,Ses03M_script02_1_M015,"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",hap,"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",1
3129,Ses03M_script02_1_M016,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,hap,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,1
3130,Ses03M_script02_1_M017,Do you want my jacket?,neu,Do you want my jacket?,0
3131,Ses03M_script02_1_M023,"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up.",hap,"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up.",1
3132,Ses03M_script02_1_M024,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",hap,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",1
3133,Ses03M_script02_1_M025,"But this is the big night for these guys.  Their last, life's last orgy.",hap,"But this is the big night for these guys.  Their last, life's last orgy.",1
3134,Ses03M_script02_1_M026,Yeah they do.,hap,Yeah they do.,1
3135,Ses03M_script02_1_M027,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",hap,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",1
3136,Ses03M_script02_1_M034,"Look, is that...no is that just seaweed?",hap,"Look, is that...no is that just seaweed?",1
3137,Ses03M_script02_1_M035,"You know, this is great isn't it?  You know, I wouldn't trade this for anything.",hap,"You know, this is great isn't it?  You know, I wouldn't trade this for anything.",1
3138,Ses03M_script02_1_M036,"I mean, think about this, I know you're not interested but just think about this for a minute.",hap,"I mean, think about this, I know you're not interested but just think about this for a minute.",1
3139,Ses03M_script02_1_M037,"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",hap,"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies...",1
3140,Ses03M_script02_1_M038,"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",hap,"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters.",1
3141,Ses03M_script02_1_M039,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",hap,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",1
3142,Ses03M_script02_1_M040,They just start swimming to this place right here where we stand for massive celebration of sex and death.,hap,They just start swimming to this place right here where we stand for massive celebration of sex and death.,1
3143,Ses03M_script02_1_M041,"Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up.",hap,"Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up.",1
3144,Ses03M_script02_1_M042,[BREATHING] So what do you think?,hap,[BREATHING] So what do you think?,1
3145,Ses03M_script02_1_M043,About what I just said?,hap,About what I just said?,1
3146,Ses03M_script02_2_F000,About what?,ang,About what?,2
3147,Ses03M_script02_2_F001,It's ridiculous.,ang,It's ridiculous.,2
3148,Ses03M_script02_2_F002,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",ang,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",2
3149,Ses03M_script02_2_F003,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",ang,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",2
3150,Ses03M_script02_2_F004,"Look, I'm sorry but it's still just fish to me.",ang,"Look, I'm sorry but it's still just fish to me.",2
3151,Ses03M_script02_2_F009,Okay.  Twice is as many times as we've tried and that's ever.,ang,Okay.  Twice is as many times as we've tried and that's ever.,2
3152,Ses03M_script02_2_F011,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.",ang,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.",2
3153,Ses03M_script02_2_F013,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",ang,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",2
3154,Ses03M_script02_2_F016,"No we won't.  I mean, God, this isn't about the fish Augie.",ang,"No we won't.  I mean, God, this isn't about the fish Augie.",2
3155,Ses03M_script02_2_F018,We thought I was pregnant.,sad,We thought I was pregnant.,3
3156,Ses03M_script02_2_F023,I'd rather not remember something...,sad,I'd rather not remember something...,3
3157,Ses03M_script02_2_F024,Rather not hope for something.,sad,Rather not hope for something.,3
3158,Ses03M_script02_2_F025,No.,sad,No.,3
3159,Ses03M_script02_2_F031,I want things to turn out the way that they're supposed to be.,ang,I want things to turn out the way that they're supposed to be.,2
3160,Ses03M_script02_2_F033,Cause everything isn't anything like I thought it would be.,ang,Cause everything isn't anything like I thought it would be.,2
3161,Ses03M_script02_2_F034,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,sad,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?,3
3162,Ses03M_script02_2_F035,I know you are Augie.  I know you wanted this evening to be nice.,sad,I know you are Augie.  I know you wanted this evening to be nice.,3
3163,Ses03M_script02_2_F036,I can't help thinking about being somewhere else.,sad,I can't help thinking about being somewhere else.,3
3164,Ses03M_script02_2_F037,I didn't say that.,sad,I didn't say that.,3
3165,Ses03M_script02_2_F038,"Augie, whatever I'm doing I'd rather be doing with you.",sad,"Augie, whatever I'm doing I'd rather be doing with you.",3
3166,Ses03M_script02_2_F040,If anybody wants to be with anybody else it's probably you.  Probably somebody who enjoys herself a little more and is not so hard.,sad,If anybody wants to be with anybody else it's probably you.  Probably somebody who enjoys herself a little more and is not so hard.,3
3167,Ses03M_script02_2_F041,"Well, I guess this is the wrong spot for the right people.",sad,"Well, I guess this is the wrong spot for the right people.",3
3168,Ses03M_script02_2_F042,Yeah.  I noticed that.  It's real pretty on the water.,hap,Yeah.  I noticed that.  It's real pretty on the water.,1
3169,Ses03M_script02_2_F044,Oh you brought refreshments.,hap,Oh you brought refreshments.,1
3170,Ses03M_script02_2_F046,No I'm beginning to think you might be right.,hap,No I'm beginning to think you might be right.,1
3171,Ses03M_script02_2_F047,I think this may be the place for us after all.,hap,I think this may be the place for us after all.,1
3172,Ses03M_script02_2_F048,I am sorry Augie.,hap,I am sorry Augie.,1
3173,Ses03M_script02_2_F049,Or not.,hap,Or not.,1
3174,Ses03M_script02_2_M000,So what do you think?,hap,So what do you think?,1
3175,Ses03M_script02_2_M014,"Well, we're going to see it.",neu,"Well, we're going to see it.",0
3176,Ses03M_script02_2_M017,"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight.",neu,"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight.",0
3177,Ses03M_script02_2_M019,Wait a minute.  I've got it.,neu,Wait a minute.  I've got it.,0
3178,Ses03M_script02_2_M020,It was in the car right?  Driving past the Knickerbocker Liquor Locker...,neu,It was in the car right?  Driving past the Knickerbocker Liquor Locker...,0
3179,Ses03M_script02_2_M021,And you said let's get some champagne and I said time's a wasting or something like that.,neu,And you said let's get some champagne and I said time's a wasting or something like that.,0
3180,Ses03M_script02_2_M022,You want this to be like the other time right?  That's it right?,neu,You want this to be like the other time right?  That's it right?,0
3181,Ses03M_script02_2_M028,Welcome to the human race.,ang,Welcome to the human race.,2
3182,Ses03M_script02_2_M029,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,ang,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,2
3183,Ses03M_script02_2_M030,I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,ang,I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,2
3184,Ses03M_script02_2_M031,...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.,ang,...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.,2
3185,Ses03M_script02_2_M032,Yes it is.,ang,Yes it is.,2
3186,Ses03M_script02_2_M033,Right.,ang,Right.,2
3187,Ses03M_script02_2_M036,Maybe if you were with someone else too.,sad,Maybe if you were with someone else too.,3
3188,Ses03M_script02_2_M037,I know.  But I know I don't make you happy.,sad,I know.  But I know I don't make you happy.,3
3189,Ses03M_script02_2_M041,I mean look at the view of the moon we got from here.,hap,I mean look at the view of the moon we got from here.,1
3190,Ses03M_script02_2_M042,"Hey, look what we got here.",hap,"Hey, look what we got here.",1
3191,Ses03M_script02_2_M045,Shh.  If we're very quiet the fish might come.,hap,Shh.  If we're very quiet the fish might come.,1
3192,Ses03M_script02_2_M046,Or not.,hap,Or not.,1
3193,Ses03M_script03_1_F003,Now and always sweet.,hap,Now and always sweet.,1
3194,Ses03M_script03_1_F004,"I mean, it was, it's bound to come out sooner or later.",hap,"I mean, it was, it's bound to come out sooner or later.",1
3195,Ses03M_script03_1_F005,That sent shivers up my spine.,hap,That sent shivers up my spine.,1
3196,Ses03M_script03_1_F006,Behave exquisitely.,hap,Behave exquisitely.,1
3197,Ses03M_script03_1_F018,That's serious enough.,sad,That's serious enough.,3
3198,Ses03M_script03_1_M004,I don't care then.,hap,I don't care then.,1
3199,Ses03M_script03_1_M006,"No, wrong number.",hap,"No, wrong number.",1
3200,Ses03M_script03_1_M035,I didn't hit you very hard.,neu,I didn't hit you very hard.,0
3201,Ses03M_script03_2_F000,"Oh, come on, you knew there was nothing in that.",neu,"Oh, come on, you knew there was nothing in that.",0
3202,Ses03M_script03_2_F001,Presents?  A trivial little broach.,ang,Presents?  A trivial little broach.,2
3203,Ses03M_script03_2_F003,No I didn't.  You made up the whole thing in your jealous imagination.,neu,No I didn't.  You made up the whole thing in your jealous imagination.,0
3204,Ses03M_script03_2_F004,Just a little perhaps but nothing serious.,neu,Just a little perhaps but nothing serious.,0
3205,Ses03M_script03_2_F006,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",neu,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",0
3206,Ses03M_script03_2_F010,I don't know why you want it.  You've already had two glasses.,ang,I don't know why you want it.  You've already had two glasses.,2
3207,Ses03M_script03_2_F011,I don't see what you have to go on and on with this kind of thing.,ang,I don't see what you have to go on and on with this kind of thing.,2
3208,Ses03M_script03_2_F012,It's become a habit with you.,neu,It's become a habit with you.,0
3209,Ses03M_script03_2_F014,What?,ang,What?,2
3210,Ses03M_script03_2_F016,"No, just making myself beautiful for you.",neu,"No, just making myself beautiful for you.",0
3211,Ses03M_script03_2_F017,That's the woman's job to lure the man.  Watch me a moment won't you?,neu,That's the woman's job to lure the man.  Watch me a moment won't you?,0
3212,Ses03M_script03_2_F024,"Adders don't snap, they sting.",ang,"Adders don't snap, they sting.",2
3213,Ses03M_script03_2_F025,They sting.,ang,They sting.,2
3214,Ses03M_script03_2_F028,Mind your business.,ang,Mind your business.,2
3215,Ses03M_script03_2_F029,You're quite insufferable.  I expect it's because you're drunk.,ang,You're quite insufferable.  I expect it's because you're drunk.,2
3216,Ses03M_script03_2_F030,You've always had a weak head.,ang,You've always had a weak head.,2
3217,Ses03M_script03_2_F031,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",ang,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",2
3218,Ses03M_script03_2_F032,Shut up.,ang,Shut up.,2
3219,Ses03M_script03_2_F033,"Not very funny dear.  In fact, maybe you better have some more brandy.",ang,"Not very funny dear.  In fact, maybe you better have some more brandy.",2
3220,Ses03M_script03_2_F036,They are away in Tunis.,neu,They are away in Tunis.,0
3221,Ses03M_script03_2_F038,Very well.  If you insist on being a boorish and idiotic.,ang,Very well.  If you insist on being a boorish and idiotic.,2
3222,Ses03M_script03_2_F039,You are far too temperamental.  Try to control yourself.,ang,You are far too temperamental.  Try to control yourself.,2
3223,Ses03M_script03_2_F040,Go away.  Go away.  I hate you.,ang,Go away.  Go away.  I hate you.,2
3224,Ses03M_script03_2_F041,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",ang,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",2
3225,Ses03M_script03_2_F042,"This is the end.  Understand?  This is the end, here and now, forever and always.",ang,"This is the end.  Understand?  This is the end, here and now, forever and always.",2
3226,Ses03M_script03_2_F043,"Oh, yes I am. Yes I am and you can't stop me.",ang,"Oh, yes I am. Yes I am and you can't stop me.",2
3227,Ses03M_script03_2_F044,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",ang,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",2
3228,Ses03M_script03_2_F045,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,ang,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,2
3229,Ses03M_script03_2_M000,Yes.  The real cause of that rile was Peter Burden.,neu,Yes.  The real cause of that rile was Peter Burden.,0
3230,Ses03M_script03_2_M003,You went out of your way to torture me over Peter Burden.,ang,You went out of your way to torture me over Peter Burden.,2
3231,Ses03M_script03_2_M004,You must admit he was in love with you.,ang,You must admit he was in love with you.,2
3232,Ses03M_script03_2_M005,You let him kiss you. You said so.  What of it?,ang,You let him kiss you. You said so.  What of it?,2
3233,Ses03M_script03_2_M006,And what about me?,ang,And what about me?,2
3234,Ses03M_script03_2_M007,"Oh, that's a nice point of view I must say.",ang,"Oh, that's a nice point of view I must say.",2
3235,Ses03M_script03_2_M008,"Yeah, so am I.  Bored stiff.",ang,"Yeah, so am I.  Bored stiff.",2
3236,Ses03M_script03_2_M009,You want some brandy?,neu,You want some brandy?,0
3237,Ses03M_script03_2_M010,I'll have a little I think.,neu,I'll have a little I think.,0
3238,Ses03M_script03_2_M011,No particular reason.  Anyhow they were very small ones.,ang,No particular reason.  Anyhow they were very small ones.,2
3239,Ses03M_script03_2_M012,Oh my...just because I just...okay...,ang,Oh my...just because I just...okay...,2
3240,Ses03M_script03_2_M014,You needn't be so grand just because you don't happen to want any yourself at the moment.,ang,You needn't be so grand just because you don't happen to want any yourself at the moment.,2
3241,Ses03M_script03_2_M019,Actually that's perfectly true.,neu,Actually that's perfectly true.,0
3242,Ses03M_script03_2_M020,Yes it is.,neu,Yes it is.,0
3243,Ses03M_script03_2_M021,I think that,neu,I think that,0
3244,Ses03M_script03_2_M029,I'm not in the least bit drunk.,ang,I'm not in the least bit drunk.,2
3245,Ses03M_script03_2_M030,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",ang,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",2
3246,Ses03M_script03_2_M031,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",ang,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",2
3247,Ses03M_script03_2_M032,We might be able to bring up a splendid little debate about this intemperate tots.,ang,We might be able to bring up a splendid little debate about this intemperate tots.,2
3248,Ses03M_script03_2_M033,"Oh, thanks.  I think I will.",ang,"Oh, thanks.  I think I will.",2
3249,Ses03M_script03_2_M034,You better turn that off.,ang,You better turn that off.,2
3250,Ses03M_script03_2_M038,No I'll do no such thing.,ang,No I'll do no such thing.,2
3251,Ses03M_script03_2_M039,"Come on, turn it off.  It's driving me mad.",ang,"Come on, turn it off.  It's driving me mad.",2
3252,Ses03M_script03_2_M040,Turn it--Turn it off.,ang,Turn it--Turn it off.,2
3253,Ses03M_script03_2_M041,Very amusing indeed.,ang,Very amusing indeed.,2
3254,Ses03M_script03_2_M042,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",ang,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",2
3255,Ses03M_script03_2_M043,You're not going nowhere. No you're not.,ang,You're not going nowhere. No you're not.,2
3256,Ses03M_script03_2_M044,Just shut up.,ang,Just shut up.,2
3257,Ses03M_script03_2_M045,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,ang,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,2
3258,Ses03M_script03_2_M046,Oh.,ang,Oh.,2
3259,Ses04F_impro01_F004,I did exactly what they told me to do.,ang,I did exactly what they told me to do.,2
3260,Ses04F_impro01_F008,I've been to the back of the line five times.,ang,I've been to the back of the line five times.,2
3261,Ses04F_impro01_F009,Okay.  What is it that I did wrong on the form that I have to start all over again?,ang,Okay.  What is it that I did wrong on the form that I have to start all over again?,2
3262,Ses04F_impro01_F010,"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go.",ang,"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go.",2
3263,Ses04F_impro01_F012,I'm not starting over again.  No I have done this five times.  I am not starting over again.,ang,I'm not starting over again.  No I have done this five times.  I am not starting over again.,2
3264,Ses04F_impro01_F014,I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.,ang,I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.,2
3265,Ses04F_impro01_F016,This is your job is to help people like me who need to get a new license.,ang,This is your job is to help people like me who need to get a new license.,2
3266,Ses04F_impro01_F019,I'm testing your patience?,ang,I'm testing your patience?,2
3267,Ses04F_impro01_F021,I don't need to be.  I need to go and do other things with my time.  Okay.,ang,I don't need to be.  I need to go and do other things with my time.  Okay.,2
3268,Ses04F_impro01_F022,"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please.",ang,"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please.",2
3269,Ses04F_impro01_M005,I've got a life too ma'am,ang,I've got a life too ma'am,2
3270,Ses04F_impro01_M008,There's nothing I can do for you.  Do you understand that?  Nothing.,ang,There's nothing I can do for you.  Do you understand that?  Nothing.,2
3271,Ses04F_impro01_M011,You're going to have to go back again.,ang,You're going to have to go back again.,2
3272,Ses04F_impro01_M014,Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,ang,Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,2
3273,Ses04F_impro01_M021,like I said before right now.,ang,like I said before right now.,2
3274,Ses04F_impro01_M023,You're testing my goddamn patience.,ang,You're testing my goddamn patience.,2
3275,Ses04F_impro01_M024,"I work in this fucking building all day. And I'm sick of it, okay?",ang,"I work in this fucking building all day. And I'm sick of it, okay?",2
3276,Ses04F_impro02_F000,Yeah.  They just called.,sad,Yeah.  They just called.,3
3277,Ses04F_impro02_F001,I know.,sad,I know.,3
3278,Ses04F_impro02_F002,I don't know what to say.  I don't want to go but I don't have a lot of choice.,sad,I don't know what to say.  I don't want to go but I don't have a lot of choice.,3
3279,Ses04F_impro02_F003,I'm going to come back.  I need you to believe that.,sad,I'm going to come back.  I need you to believe that.,3
3280,Ses04F_impro02_F005,Well you have to have faith because I don't have a choice and I have to go.,sad,Well you have to have faith because I don't have a choice and I have to go.,3
3281,Ses04F_impro02_F006,Do you think I want to leave you?,sad,Do you think I want to leave you?,3
3282,Ses04F_impro02_F007,I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,sad,I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,3
